hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP  71019,2007A&A...465..271R,,,,A,v  ,70.1,1.0,,,2281548,HIP71019
HIP  71019,2004A&A...418..989N,2.0,,,A,v  ,70.0999984741211,1.0,,,2281548,HIP71019
HIP  71019,2007A&A...475..519H,,,,A,V  ,70.1,2.0,,,2281548,HIP71019
HIP  71284,2010A&A...521A..12M,,,D,,V  ,0.22,2.0,,,2269526,HIP71284
HIP  71284,2007A&A...465..271R,,,,A,v  ,0.6,1.0,,,2269526,HIP71284
HIP  71284,1913LicOB...7..113C,1.0,,,,v  ,0.30000001192092896,1.0,,,2269526,HIP71284
HIP  71284,1928PLicO..16....1C,9.0,,,,v  ,0.20000000298023224,1.0,,,2269526,HIP71284
HIP  71284,1932MNRAS..92..771S,10.0,,,,v  ,1.0,1.0,,,2269526,HIP71284
HIP  71284,1947BCrAO...1...20A,16.0,,,,v  ,-7.199999809265137,1.0,,,2269526,HIP71284
HIP  71284,1948BCrAO...2..103A,1.0,,,,v  ,0.20000000298023224,1.0,,,2269526,HIP71284
HIP  71284,1953GCRV..C......0W,33.0,,,A,v  ,0.20000000298023224,1.0,,##,2269526,HIP71284
HIP  71284,1965ApJS...11..429A,10.0,,,,v  ,0.30000001192092896,1.0,,,2269526,HIP71284
HIP  71284,1969RGOB..155...19J,13.0,,,,v  ,3.0,1.0,,,2269526,HIP71284
HIP  71284,1979IAUS...30...57E,56.0,,,A,v  ,0.20000000298023224,1.0,,##,2269526,HIP71284
HIP  71284,1999VeARI..35....1W,,,,,v  ,0.800000011920929,1.0,,,2269526,HIP71284
HIP  71284,2002ApJS..141..503N,,,,A,V  ,0.37,2.0,,,2269526,HIP71284
HIP  71284,2004A&A...418..989N,17.0,,,A,v  ,0.6000000238418579,1.0,,,2269526,HIP71284
HIP  71284,2005PASJ...57...13T,,,,,v  ,0.8,1.0,,,2269526,HIP71284
HIP  71470,2004A&A...418..989N,6.0,,,A,v  ,3.0,1.0,,,2281301,HIP71470
HIP  71470,2011A&A...526A.112S,,,,A,V  ,3.0,2.0,,,2281301,HIP71470
HIP  71735,1959MNRAS.119..638E,4.0,,,,v  ,31.799999237060547,1.0,,,3408814,HIP71735
HIP  71735,1963MNRAS.126...29B,2.0,,,,v  ,32.0,1.0,,,3408814,HIP71735
HIP  71735,1979IAUS...30...57E,6.0,,,B,v  ,31.700000762939453,1.0,,##,3408814,HIP71735
HIP  71735,2004A&A...418..989N,5.0,,,A,v  ,34.20000076293945,1.0,,,3408814,HIP71735
HIP  71735,2005ApJS..159..141V,,,,B,V  ,39.2,2.0,,,3408814,HIP71735
HIP  71844,2004A&A...418..989N,2.0,,,A,v  ,-21.899999618530273,1.0,,,3472241,HIP71844
HIP  71844,2006AstL...32..759G,,,,A,V  ,-22.1,2.0,,,3472241,HIP71844
HIP  72479,1950ApJ...111..221W,3.0,,,,v  ,-91.0999984741211,1.0,,,2304039,HIP72479
HIP  72479,1953GCRV..C......0W,3.0,,,B,v  ,-91.5999984741211,1.0,,##,2304039,HIP72479
HIP  72479,2002A&A...382..118T,,,,,v  ,-90.31999969482422,2.0,,V,2304039,HIP72479
HIP  72479,2002A&A...382..118T,,,,,v  ,-89.08000183105469,2.0,,V,2304039,HIP72479
HIP  72479,2002A&A...382..118T,,,,,v  ,-87.9800033569336,2.0,,V,2304039,HIP72479
HIP  72479,2002A&A...382..118T,,,,,v  ,-89.70999908447266,2.0,,V,2304039,HIP72479
HIP  72479,2002A&A...382..118T,,,,,v  ,-89.08999633789062,2.0,,V,2304039,HIP72479
HIP  72479,2004A&A...418..989N,76.0,,,B,v  ,-89.9000015258789,1.0,,,2304039,HIP72479
HIP  72479,2006AstL...32..759G,,,,A,V  ,-89.4,2.0,,,2304039,HIP72479
HIP  72673,17AJ....153...7521K,1.0,54226.57,B,B,v  ,33.56,2.0,,,3396350,HIP72673
HIP  72673,2006AstL...32..759G,,,,A,V  ,32.8,2.0,,,3396350,HIP72673
HIP  72673,2004A&A...418..989N,3.0,,,A,v  ,33.0,1.0,,,3396350,HIP72673
HIP  72673,1979IAUS...30...57E,4.0,,,B,v  ,32.099998474121094,1.0,,##,3396350,HIP72673
HIP  72673,1959MNRAS.119..638E,6.0,,,,v  ,32.099998474121094,1.0,,,3396350,HIP72673
HIP  72688,2013A&A...552A..64S,,,,A,z  ,-57.059,3.0,,,2309996,HIP72688
HIP  72688,2004A&A...418..989N,4.0,,,A,v  ,-57.29999923706055,1.0,,,2309996,HIP72688
HIP  72688,2002ApJS..141..503N,,,,A,V  ,-57.12,2.0,,,2309996,HIP72688
HIP  72688,1979IAUS...30...57E,4.0,,,B,v  ,-65.4000015258789,1.0,,##,2309996,HIP72688
HIP  72688,1965MNRAS.131...95P,1.0,,,,v  ,-66.4000015258789,1.0,,,2309996,HIP72688
HIP  72688,1953GCRV..C......0W,3.0,,,B,v  ,-65.0,1.0,,##,2309996,HIP72688
HIP  72688,1923ApJ....57..149A,3.0,,,,v  ,-64.5,1.0,,,2309996,HIP72688
HIP  72797,2004A&A...418..989N,2.0,,,D,v  ,27.0,1.0,,,2310891,HIP72797
HIP  72797,2006A&A...460..695T,1.0,,,,v  ,10.0,0.0,,,2310891,HIP72797
HIP  72797,2007A&A...475..519H,,,,E,V  ,27.0,2.0,,,2310891,HIP72797
HIP  73385,2007A&A...465..271R,,,,A,v  ,176.4,1.0,,,2309753,HIP73385
HIP  73385,2014AJ....147..136R,,,D,,V  ,176.3,1.0,,,2309753,HIP73385
HIP  73385,1923ApJ....57..149A,3.0,,,,v  ,158.0,1.0,,,2309753,HIP73385
HIP  73385,1942ApJ....95..307P,3.0,,,,v  ,176.0,1.0,,,2309753,HIP73385
HIP  73385,1943ApJ....98..209P,4.0,,,,v  ,178.0,1.0,,,2309753,HIP73385
HIP  73385,1953GCRV..C......0W,7.0,,,C,v  ,167.0,0.0,,##,2309753,HIP73385
HIP  73385,2000AJ....119.2866B,,,,,v  ,174.0,0.0,,,2309753,HIP73385
HIP  73385,2002AJ....124.1144L,,,,A,V  ,176.45,2.0,,,2309753,HIP73385
HIP  73385,2002AJ....124.1144L,10.0,,,A,v  ,176.4499969482422,2.0,,,2309753,HIP73385
HIP  73385,2004A&A...418..989N,13.0,,,A,v  ,176.39999389648438,1.0,,,2309753,HIP73385
HIP  73385,2011ApJ...743..140B,,,D,,V  ,167.0,1.0,,,2309753,HIP73385
HIP  73444,17AJ....153...7521K,1.0,54966.58,B,B,v  ,15.08,2.0,,,2543408,HIP73444
HIP  73444,2011ApJ...737....9R,,54524.5,A,,v  ,18.1,1.0,,,2543408,HIP73444
HIP  73444,2011AJ....141..187S,1.0,53817.0,A,A,v  ,18.23,2.0,,,2543408,HIP73444
HIP  73444,2006AstL...32..759G,,,,A,V  ,11.5,2.0,,,2543408,HIP73444
HIP  73444,2004A&A...418..989N,19.0,,,A,v  ,11.5,1.0,,,2543408,HIP73444
HIP  73444,2000AJ....119.2866B,,,,,v  ,18.0,0.0,,,2543408,HIP73444
HIP  73650,2004A&A...418..989N,5.0,,,A,v  ,17.899999618530273,1.0,,,3517042,HIP73650
HIP  73650,2007A&A...475..519H,,,,A,V  ,17.9,2.0,,,3517042,HIP73650
HIP  74033,2013A&A...552A..64S,,,,A,z  ,-59.789,3.0,,,2710790,HIP74033
HIP  74033,2007A&A...465..271R,,,,A,v  ,-60.5,1.0,,,2710790,HIP74033
HIP  74033,2004A&A...418..989N,4.0,,,A,v  ,-60.5,1.0,,,2710790,HIP74033
HIP  74033,2002AJ....124.1144L,,,,A,V  ,-60.55,2.0,,,2710790,HIP74033
HIP  74033,2002AJ....124.1144L,81.0,,,A,v  ,-60.9900016784668,2.0,,,2710790,HIP74033
HIP  74033,2000VeARI..37....1W,,,,,v  ,-60.599998474121094,1.0,,,2710790,HIP74033
HIP  74033,1953GCRV..C......0W,3.0,,,C,v  ,-60.0,0.0,,##,2710790,HIP74033
HIP  74033,1923ApJ....57..149A,3.0,,,,v  ,-60.599998474121094,1.0,,,2710790,HIP74033
HIP  74067,17AJ....153...7521K,1.0,54225.575,A,A,v  ,-61.22,2.0,,,2593516,HIP74067
HIP  74067,2007A&A...465..271R,,,,A,v  ,-61.2,1.0,,,2593516,HIP74067
HIP  74067,2011A&A...526A.112S,,,,A,V  ,-61.11,2.0,,,2593516,HIP74067
HIP  74067,2004A&A...418..989N,8.0,,,A,v  ,-61.20000076293945,1.0,,,2593516,HIP74067
HIP  74067,1953GCRV..C......0W,5.0,,,C,v  ,-59.0,0.0,,##,2593516,HIP74067
HIP  74067,1929ApJ....70..207A,5.0,,,,v  ,-59.20000076293945,1.0,,,2593516,HIP74067
HIP  74079,2007A&A...465..271R,,,,A,v  ,18.8,1.0,,,2663631,HIP74079
HIP  74079,2004A&A...418..989N,31.0,,,A,v  ,18.799999237060547,1.0,,,2663631,HIP74079
HIP  74079,2006AstL...32..759G,,,,A,V  ,19.4,2.0,,,2663631,HIP74079
HIP  74079,2011ApJ...743..140B,,,D,,V  ,18.8,1.0,,,2663631,HIP74079
HIP  74234,1923ApJ....57..149A,3.0,,,,v  ,306.3999938964844,1.0,,,2527999,HIP74234
HIP  74234,1953GCRV..C......0W,3.0,,,B,v  ,305.8999938964844,1.0,,##,2527999,HIP74234
HIP  74234,1965MNRAS.129...63P,1.0,,,,v  ,314.3999938964844,1.0,,,2527999,HIP74234
HIP  74234,1979IAUS...30...57E,4.0,,,B,v  ,308.0,1.0,,##,2527999,HIP74234
HIP  74234,2002AJ....124.1144L,,,,A,V  ,310.77,2.0,,,2527999,HIP74234
HIP  74234,2002AJ....124.1144L,10.0,,,A,v  ,310.9200134277344,2.0,,,2527999,HIP74234
HIP  74234,2004A&A...418..989N,8.0,,,A,v  ,311.0,1.0,,,2527999,HIP74234
HIP  74235,2012ApJ...753...64I,,,,,V  ,309.7,1.0,,,2528000,HIP74235
HIP  74235,1915ApJ....42..172A,1.0,,,,v  ,290.0,1.0,,,2528000,HIP74235
HIP  74235,1942ApJ....95..307P,2.0,,,,v  ,302.0,1.0,,,2528000,HIP74235
HIP  74235,1953GCRV..C......0W,5.0,,,C,v  ,292.0,0.0,,##,2528000,HIP74235
HIP  74235,1965MNRAS.129...63P,1.0,,,,v  ,305.70001220703125,1.0,,,2528000,HIP74235
HIP  74235,1979IAUS...30...57E,6.0,,,C,v  ,294.29998779296875,1.0,,##,2528000,HIP74235
HIP  74235,2002AJ....124.1144L,10.0,,,A,v  ,310.4800109863281,2.0,,,2528000,HIP74235
HIP  74235,2002AJ....124.1144L,,,,A,V  ,310.12,2.0,,,2528000,HIP74235
HIP  74235,2004A&A...418..989N,45.0,,,A,v  ,311.0,1.0,,,2528000,HIP74235
HIP  74235,2009ApJ...706.1095Z,,,D,,v  ,310.4,1.0,,,2528000,HIP74235
HIP  74389,2013A&A...552A..64S,,,,A,z  ,7.636,3.0,,,2340983,HIP74389
HIP  74389,2006AstL...32..759G,,,,A,V  ,7.8,2.0,,,2340983,HIP74389
HIP  74389,2004A&A...418..989N,5.0,,,A,v  ,7.5,1.0,,,2340983,HIP74389
HIP  74500,2013A&A...552A..64S,,,,A,z  ,5.174,3.0,,,2376516,HIP74500
HIP  74500,2005PASJ...57...13T,,,,,v  ,3.4,1.0,,,2376516,HIP74500
HIP  74500,2004A&A...418..989N,3.0,,,A,v  ,4.699999809265137,1.0,,,2376516,HIP74500
HIP  74500,2002ApJS..141..503N,,,,A,V  ,5.18,2.0,,,2376516,HIP74500
HIP  74500,1979IAUS...30...57E,6.0,,,B,v  ,3.4000000953674316,1.0,,##,2376516,HIP74500
HIP  74500,1963MNRAS.126..381K,3.0,,,,v  ,4.199999809265137,1.0,,,2376516,HIP74500
HIP  74500,1953GCRV..C......0W,3.0,,,B,v  ,2.9000000953674316,1.0,,##,2376516,HIP74500
HIP  74500,1929ApJ....70..207A,3.0,,,,v  ,2.4000000953674316,1.0,,,2376516,HIP74500
HIP  74537,1914ApJ....39..341.,4.0,,,,v  ,-70.0,1.0,,,2632688,HIP74537
HIP  74537,1953GCRV..C......0W,4.0,,,B,v  ,-69.5999984741211,1.0,,##,2632688,HIP74537
HIP  74537,1965MNRAS.131...95P,2.0,,,,v  ,-64.19999694824219,1.0,,,2632688,HIP74537
HIP  74537,1979IAUS...30...57E,6.0,,,B,v  ,-67.9000015258789,1.0,,##,2632688,HIP74537
HIP  74537,2004A&A...418..989N,22.0,,,A,v  ,-69.9000015258789,1.0,,,2632688,HIP74537
HIP  74537,2010A&A...521A..12M,,,D,,V  ,-69.45,2.0,,,2632688,HIP74537
HIP  74537,2010A&A...521A..12M,,,,A,V  ,-69.48,2.0,,,2632688,HIP74537
HIP  74831,2004A&A...418..989N,6.0,,,B,v  ,62.0,1.0,,,3456494,HIP74831
HIP  74831,2006AstL...32..759G,,,,B,V  ,62.2,2.0,,,3456494,HIP74831
HIP  75023,2004A&A...418..989N,3.0,,,A,v  ,-41.599998474121094,1.0,,,2480950,HIP75023
HIP  75023,2006AstL...32..759G,,,,A,V  ,-41.6,2.0,,,2480950,HIP75023
HIP  75181,1913LicOB...7..113C,1.0,,,,v  ,-69.0999984741211,1.0,,,3473334,HIP75181
HIP  75181,1928PLicO..16....1C,5.0,,,,v  ,-70.0999984741211,1.0,,,3473334,HIP75181
HIP  75181,1930LicOB..15...47N,2.0,,,,v  ,-66.5,1.0,,,3473334,HIP75181
HIP  75181,1953GCRV..C......0W,7.0,,,A,v  ,-69.0999984741211,1.0,,##,3473334,HIP75181
HIP  75181,1957MNRAS.117..534E,4.0,,,,v  ,-70.9000015258789,1.0,,,3473334,HIP75181
HIP  75181,1963MNRAS.126..381K,2.0,,,,v  ,-67.30000305175781,1.0,,,3473334,HIP75181
HIP  75181,1979IAUS...30...57E,13.0,,,A,v  ,-69.4000015258789,1.0,,##,3473334,HIP75181
HIP  75181,2004A&A...418..989N,4.0,,,A,v  ,-69.0,1.0,,,3473334,HIP75181
HIP  75181,2005ApJS..159..141V,,,,A,V  ,-66.5,2.0,,,3473334,HIP75181
HIP  75206,2007A&A...465..271R,,,,A,v  ,-12.1,1.0,,,3473271,HIP75206
HIP  75206,1913LicOB...7..113C,1.0,,,,v  ,-10.699999809265137,1.0,,,3473271,HIP75206
HIP  75206,1928PLicO..16....1C,5.0,,,,v  ,-11.199999809265137,1.0,,,3473271,HIP75206
HIP  75206,1953GCRV..C......0W,5.0,,,A,v  ,-11.199999809265137,1.0,,##,3473271,HIP75206
HIP  75206,1970MNRAS.148..489F,6.0,,,,v  ,-11.199999809265137,1.0,,,3473271,HIP75206
HIP  75206,2000VeARI..37....1W,,,,,v  ,-11.199999809265137,1.0,,,3473271,HIP75206
HIP  75206,2004A&A...418..989N,3.0,,,A,v  ,-12.100000381469727,1.0,,,3473271,HIP75206
HIP  75206,2006AstL...32..759G,,,,A,V  ,-11.9,2.0,,,3473271,HIP75206
HIP  75487,2004A&A...418..989N,3.0,,,A,v  ,-18.5,1.0,,,2578551,HIP75487
HIP  75487,2006AstL...32..759G,,,,A,V  ,-18.5,2.0,,,2578551,HIP75487
HIP  76226,2000AJ....119.2866B,,,,,v  ,22.0,0.0,,,2325694,HIP76226
HIP  76226,2004A&A...418..989N,5.0,,,A,v  ,37.099998474121094,1.0,,,2325694,HIP76226
HIP  76226,2006AstL...32..759G,,,,A,V  ,37.0,2.0,,,2325694,HIP76226
HIP  76394,2004A&A...418..989N,2.0,,,A,v  ,-16.0,1.0,,,3426466,HIP76394
HIP  76394,2006AstL...32..759G,,,,A,V  ,-15.8,2.0,,,3426466,HIP76394
HIP  76899,2004A&A...418..989N,2.0,,,A,v  ,-82.5,1.0,,,2711754,HIP76899
HIP  76899,2006AstL...32..759G,,,,A,V  ,-82.2,2.0,,,2711754,HIP76899
HIP  76976,1911PASP...23..239.,4.0,,,,v  ,-170.0,1.0,,,2578877,HIP76976
HIP  76976,1914ApJ....39..341.,4.0,,,,v  ,-170.0,1.0,,,2578877,HIP76976
HIP  76976,1933PDAO....6..149H,2.0,,,,v  ,-175.0,1.0,,,2578877,HIP76976
HIP  76976,1950ApJ...111..221W,10.0,,,,v  ,-171.0,1.0,,,2578877,HIP76976
HIP  76976,1953GCRV..C......0W,12.0,,,B,v  ,-171.10000610351562,1.0,,##,2578877,HIP76976
HIP  76976,1966RGOB..110..185E,4.0,,,,v  ,-172.1999969482422,1.0,,,2578877,HIP76976
HIP  76976,1974A&AS...16..359F,2.0,,,,v  ,-174.0,1.0,,,2578877,HIP76976
HIP  76976,1979IAUS...30...57E,16.0,,,A,v  ,-171.39999389648438,1.0,,##,2578877,HIP76976
HIP  76976,2000AJ....119.2866B,,,,,v  ,-172.0,0.0,,,2578877,HIP76976
HIP  76976,2002AJ....124.1144L,19.0,,,A,v  ,-171.1199951171875,2.0,,,2578877,HIP76976
HIP  76976,2002AJ....124.1144L,,,,A,V  ,-171.12,2.0,,,2578877,HIP76976
HIP  76976,2004A&A...418..989N,26.0,,,A,v  ,-169.0,1.0,,,2578877,HIP76976
HIP  76976,2011ApJ...743..140B,,,D,,V  ,7.2,1.0,,,2578877,HIP76976
HIP  76984,1950ApJ...112...48M,2.0,,,,v  ,14.0,1.0,,,2794718,HIP76984
HIP  76984,1953GCRV..C......0W,2.0,,,C,v  ,14.0,0.0,,##,2794718,HIP76984
HIP  76984,2004A&A...418..989N,2.0,,,A,v  ,10.600000381469727,1.0,,,2794718,HIP76984
HIP  76984,2006AstL...32..759G,,,,A,V  ,10.9,2.0,,,2794718,HIP76984
HIP  77358,2007A&A...465..271R,,,,A,v  ,-6.9,1.0,,,2312210,HIP77358
HIP  77358,1929ApJ....70..207A,3.0,,,,v  ,-3.5,1.0,,,2312210,HIP77358
HIP  77358,1953GCRV..C......0W,3.0,,,B,v  ,-4.0,1.0,,##,2312210,HIP77358
HIP  77358,1957MNRAS.117..534E,5.0,,,,v  ,-5.900000095367432,1.0,,,2312210,HIP77358
HIP  77358,1979IAUS...30...57E,8.0,,,B,v  ,-5.199999809265137,1.0,,##,2312210,HIP77358
HIP  77358,2004A&A...418..989N,5.0,,,A,v  ,-6.900000095367432,1.0,,,2312210,HIP77358
HIP  77358,2005ApJS..159..141V,,,,A,V  ,-6.7,2.0,,,2312210,HIP77358
HIP  77358,2006A&A...460..695T,1.0,,,,v  ,-8.5,1.0,,,2312210,HIP77358
HIP  77439,2004A&A...418..989N,8.0,,,B,v  ,-49.5,1.0,,,2634376,HIP77439
HIP  77439,2006AstL...32..759G,,,,B,V  ,-49.3,2.0,,,2634376,HIP77439
HIP  77536,2004A&A...418..989N,1.0,,,A,v  ,-72.80000305175781,1.0,,,2727980,HIP77536
HIP  77536,2006AstL...32..759G,,,,A,V  ,-72.6,2.0,,,2727980,HIP77536
HIP  77637,2002AJ....124.1144L,56.0,,,A,v  ,-51.540000915527344,2.0,,,2696674,HIP77637
HIP  77637,2002AJ....124.1144L,,,,A,V  ,-51.15,2.0,,,2696674,HIP77637
HIP  77641,2004A&A...418..989N,2.0,,,A,v  ,-34.599998474121094,1.0,,,2357652,HIP77641
HIP  77641,2006AstL...32..759G,,,,A,V  ,-34.2,2.0,,,2357652,HIP77641
HIP  78267,2004A&A...418..989N,8.0,,,C,v  ,70.5999984741211,1.0,,,2312503,HIP78267
HIP  78267,2006AstL...32..759G,,,,C,V  ,70.8,2.0,,,2312503,HIP78267
HIP  78330,2004A&A...418..989N,5.0,,,A,v  ,-32.099998474121094,1.0,,,2377632,HIP78330
HIP  78330,2005ApJS..159..141V,,,,A,V  ,-31.1,2.0,,,2377632,HIP78330
HIP  78425,2004A&A...418..989N,5.0,,,A,v  ,-2.299999952316284,1.0,,,3427675,HIP78425
HIP  78425,2006AstL...32..759G,,,,A,V  ,-2.1,2.0,,,3427675,HIP78425
HIP  78551,2004A&A...418..989N,5.0,,,A,v  ,-21.799999237060547,1.0,,,2529091,HIP78551
HIP  78551,2006AstL...32..759G,,,,A,V  ,-21.4,2.0,,,2529091,HIP78551
HIP  78556,1961RGOB...48..389E,5.0,,,,v  ,-53.5,1.0,,,3504322,HIP78556
HIP  78556,1979IAUS...30...57E,5.0,,,C,v  ,-53.5,1.0,,##,3504322,HIP78556
HIP  78556,2004A&A...418..989N,4.0,,,A,v  ,-60.20000076293945,1.0,,,3504322,HIP78556
HIP  78556,2006AstL...32..759G,,,,A,V  ,-59.9,2.0,,,3504322,HIP78556
HIP  78640,2007A&A...465..271R,,,,C,v  ,-158.2,1.0,,,495578,HIP78640
HIP  78640,1942ApJ....95..307P,2.0,,,,v  ,-157.0,1.0,,,495578,HIP78640
HIP  78640,1953GCRV..C......0W,2.0,,,C,v  ,-157.0,0.0,,##,495578,HIP78640
HIP  78640,2002AJ....124.1144L,10.0,,,A,v  ,-152.77000427246094,2.0,,,495578,HIP78640
HIP  78640,2002AJ....124.1144L,,,,A,V  ,-152.77,2.0,,,495578,HIP78640
HIP  78640,2011ApJ...743..140B,,,D,,V  ,-157.0,1.0,,,495578,HIP78640
HIP  78917,2004A&A...418..989N,9.0,,,A,v  ,-4.0,1.0,,,2559684,HIP78917
HIP  78917,2006AstL...32..759G,,,,A,V  ,-3.6,2.0,,,2559684,HIP78917
HIP  78955,17AJ....153...7521K,1.0,54226.614,A,A,v  ,-13.98,2.0,,,2559672,HIP78955
HIP  78955,2013A&A...552A..64S,,,,A,z  ,-13.992,3.0,,,2559672,HIP78955
HIP  78955,2005PASJ...57...13T,,,,,v  ,-15.9,1.0,,,2559672,HIP78955
HIP  78955,2004A&A...418..989N,4.0,,,A,v  ,-14.699999809265137,1.0,,,2559672,HIP78955
HIP  78955,2002ApJS..141..503N,,,,A,V  ,-14.04,2.0,,,2559672,HIP78955
HIP  78955,1979IAUS...30...57E,4.0,,,B,v  ,-15.899999618530273,1.0,,##,2559672,HIP78955
HIP  78955,1964RGOB...85..207E,4.0,,,,v  ,-15.899999618530273,1.0,,,2559672,HIP78955
HIP  79073,2004A&A...418..989N,2.0,,,A,v  ,3.5999999046325684,1.0,,,2377989,HIP79073
HIP  79073,2006AstL...32..759G,,,,A,V  ,3.9,2.0,,,2377989,HIP79073
HIP  79137,1914ApJ....39..341.,4.0,,,,v  ,-2.299999952316284,1.0,,,2680496,HIP79137
HIP  79137,1921PDAO....2..189H,2.0,,,,v  ,6.099999904632568,1.0,,,2680496,HIP79137
HIP  79137,1932MNRAS..92..771S,3.0,,,,v  ,-3.9000000953674316,1.0,,,2680496,HIP79137
HIP  79137,1953GCRV..C......0W,9.0,,,B,v  ,-4.0,1.0,,##,2680496,HIP79137
HIP  79137,1953GCRV..C......0W,,,,B,v  ,-4.0,1.0,,,2680496,HIP79137
HIP  79137,1999VeARI..35....1W,,,,,v  ,-4.5,1.0,,,2680496,HIP79137
HIP  79137,2005A&A...430..165F,12.0,,,A,v  ,-4.039999961853027,2.0,,,2680496,HIP79137
HIP  79137,2005A&A...430..165F,,,,A,V  ,-4.04,2.0,,,2680496,HIP79137
HIP  79137,2008AJ....135..209M,3.0,,,A,v  ,-3.39,2.0,,,2680496,HIP79137
HIP  79138,1965MNRAS.131...95P,2.0,,,,v  ,5.699999809265137,1.0,,,2358474,HIP79138
HIP  79138,1979IAUS...30...57E,2.0,,,C,v  ,5.300000190734863,1.0,,##,2358474,HIP79138
HIP  79138,2004A&A...418..989N,5.0,,,A,v  ,4.5,1.0,,,2358474,HIP79138
HIP  79138,2006AstL...32..759G,,,,A,V  ,4.5,2.0,,,2358474,HIP79138
HIP  79576,2004A&A...418..989N,5.0,,,A,v  ,43.900001525878906,1.0,,,3475340,HIP79576
HIP  79576,2007A&A...475..519H,,,,A,V  ,43.9,2.0,,,3475340,HIP79576
HIP  79715,2013A&A...552A..64S,,,,A,z  ,14.439,3.0,,,3476630,HIP79715
HIP  79715,2006AstL...32..759G,,,,A,V  ,14.4,2.0,,,3476630,HIP79715
HIP  79715,2004A&A...418..989N,5.0,,,A,v  ,14.100000381469727,1.0,,,3476630,HIP79715
HIP  79792,2004A&A...418..989N,2.0,,,A,v  ,-5.099999904632568,1.0,,,2680534,HIP79792
HIP  79792,2006AstL...32..759G,,,,A,V  ,-4.7,2.0,,,2680534,HIP79792
HIP  80013,2013A&A...552A..64S,,,,A,z  ,31.117,3.0,,,2313354,HIP80013
HIP  80013,2006AstL...32..759G,,,,A,V  ,30.9,2.0,,,2313354,HIP80013
HIP  80013,2004A&A...418..989N,5.0,,,A,v  ,30.600000381469727,1.0,,,2313354,HIP80013
HIP  80043,1959MNRAS.119..638E,6.0,,,,v  ,1.2000000476837158,1.0,,,3491310,HIP80043
HIP  80043,1979IAUS...30...57E,6.0,,,B,v  ,1.2000000476837158,1.0,,##,3491310,HIP80043
HIP  80043,2004A&A...418..989N,9.0,,,A,v  ,1.5,1.0,,,3491310,HIP80043
HIP  80043,2006AstL...32..759G,,,,A,V  ,1.9,2.0,,,3491310,HIP80043
HIP  80114,,,,,,,,,,,3382994,HIP80114
HIP  80221,2004A&A...418..989N,52.0,,,C,v  ,45.5,1.0,,,3461423,HIP80221
HIP  80221,2006AstL...32..759G,,,,C,V  ,45.9,2.0,,,3461423,HIP80221
HIP  80337,2007A&A...465..271R,,,,A,v  ,12.6,1.0,,,2327076,HIP80337
HIP  80337,1928PLicO..16....1C,6.0,,,,v  ,10.100000381469727,1.0,,,2327076,HIP80337
HIP  80337,1953GCRV..C......0W,6.0,,,A,v  ,10.100000381469727,1.0,,##,2327076,HIP80337
HIP  80337,2004A&A...418..989N,7.0,,,A,v  ,12.600000381469727,1.0,,,2327076,HIP80337
HIP  80337,2004A&A...420..183A,,,,C,v  ,11.1,1.0,,,2327076,HIP80337
HIP  80337,2005ApJS..159..141V,,,,A,V  ,14.8,2.0,,,2327076,HIP80337
HIP  80337,2006A&A...460..695T,7.0,,,A,v  ,12.600000381469727,1.0,,,2327076,HIP80337
HIP  80423,2013A&A...552A..64S,,,,A,z  ,-42.148,3.0,,,3476509,HIP80423
HIP  80423,2011A&A...526A.112S,,,,A,V  ,-42.13,2.0,,,3476509,HIP80423
HIP  80423,2004A&A...418..989N,4.0,,,A,v  ,-42.29999923706055,1.0,,,3476509,HIP80423
HIP  80587,1929ApJ....70..207A,3.0,,,,v  ,-19.100000381469727,1.0,,,2509776,HIP80587
HIP  80587,1953GCRV..C......0W,3.0,,,B,v  ,-19.100000381469727,1.0,,##,2509776,HIP80587
HIP  80587,1965RGOB...93..363W,4.0,,,,v  ,-15.300000190734863,1.0,,,2509776,HIP80587
HIP  80587,1966RGOB..110..185E,4.0,,,,v  ,-17.299999237060547,1.0,,,2509776,HIP80587
HIP  80587,1979IAUS...30...57E,11.0,,,A,v  ,-17.100000381469727,1.0,,##,2509776,HIP80587
HIP  80587,2004A&A...418..989N,7.0,,,A,v  ,-15.5,1.0,,,2509776,HIP80587
HIP  80587,2011A&A...526A.112S,,,,A,V  ,-15.1,2.0,,,2509776,HIP80587
HIP  80686,2007A&A...465..271R,,,,C,v  ,4.8,1.0,,,3382990,HIP80686
HIP  80686,1909LicOB...5..139C,3.0,,,,v  ,6.300000190734863,1.0,,V,3382990,HIP80686
HIP  80686,1909PASP...21..210.,,,,,v  ,,,,V,3382990,HIP80686
HIP  80686,1928AnCap..10h...1J,37.0,,,,v  ,7.599999904632568,1.0,,,3382990,HIP80686
HIP  80686,1928PLicO..16....1C,4.0,,,,v  ,8.100000381469727,1.0,,,3382990,HIP80686
HIP  80686,1953GCRV..C......0W,34.0,,,A,v  ,8.5,1.0,,##,3382990,HIP80686
HIP  80686,2004A&A...418..989N,6.0,,,C,v  ,4.800000190734863,1.0,,,3382990,HIP80686
HIP  80686,2004A&A...420..183A,,,,C,v  ,8.2,1.0,,,3382990,HIP80686
